settlement_name,settlement_type,hromada_name,raion_name,oblast_name,lat_center,lon_center,rank,is_center,coord_src,coord_src
Довге,село,Козельщинська,Кременчуцький,Полтавська,49.304529,33.947200,3,0,settlement,settlement
Дяченки,село,Козельщинська,Кременчуцький,Полтавська,49.310632,33.745366,3,0,settlement,settlement
Загребелля,село,Козельщинська,Кременчуцький,Полтавська,50.099198,32.416695,3,0,settlement,settlement
Задовга,село,Козельщинська,Кременчуцький,Полтавська,49.276689,33.910827,3,0,settlement,settlement
Калашники,село,Козельщинська,Кременчуцький,Полтавська,49.086532,33.859425,3,0,settlement,settlement
Калинівка,село,Козельщинська,Кременчуцький,Полтавська,49.268189,34.009085,3,0,settlement,settlement
Кащівка,село,Козельщинська,Кременчуцький,Полтавська,49.235524,33.965642,3,0,settlement,settlement
Квіти,село,Козельщинська,Кременчуцький,Полтавська,49.247757,33.865381,3,0,settlement,settlement
Костівка,село,Козельщинська,Кременчуцький,Полтавська,49.335417,33.867888,3,0,settlement,settlement
Красносілля,село,Козельщинська,Кременчуцький,Полтавська,49.138716,33.958653,3,0,settlement,settlement
Лозки,село,Козельщинська,Кременчуцький,Полтавська,49.186705,33.872514,3,0,settlement,settlement
Лутовинівка,село,Козельщинська,Кременчуцький,Полтавська,49.236441,33.902410,3,0,settlement,settlement
Майорщина,село,Козельщинська,Кременчуцький,Полтавська,50.198919,32.408664,3,0,settlement,settlement
Мальці,село,Козельщинська,Кременчуцький,Полтавська,49.122392,34.042475,3,0,settlement,settlement
Мар’янівка,село,Козельщинська,Кременчуцький,Полтавська,49.2136111,33.8413889,3,0,hromada,hromada
Миргородщина,село,Козельщинська,Кременчуцький,Полтавська,49.193434,33.963855,3,0,settlement,settlement
Михайлики,село,Козельщинська,Кременчуцький,Полтавська,49.302361,33.839043,3,0,settlement,settlement
Нижня Жужманівка,село,Козельщинська,Кременчуцький,Полтавська,49.141338,33.762030,3,0,settlement,settlement
Нижня Мануйлівка,село,Козельщинська,Кременчуцький,Полтавська,49.371865,33.716126,3,0,settlement,settlement
Нова Україна,село,Козельщинська,Кременчуцький,Полтавська,49.205190,34.027114,3,0,settlement,settlement
Новоселівка,село,Козельщинська,Кременчуцький,Полтавська,50.392539,33.690147,3,0,settlement,settlement
Олександрівка Друга,село,Козельщинська,Кременчуцький,Полтавська,49.169749,34.075183,3,0,settlement,settlement
Оленівка,село,Козельщинська,Кременчуцький,Полтавська,49.235835,34.010118,3,0,settlement,settlement
Ольгівка,село,Козельщинська,Кременчуцький,Полтавська,49.165962,33.835072,3,0,settlement,settlement
Омельниче,село,Козельщинська,Кременчуцький,Полтавська,49.238223,33.826403,3,0,settlement,settlement
Павлики,село,Козельщинська,Кременчуцький,Полтавська,49.114067,33.718848,3,0,settlement,settlement
Павлівка,село,Козельщинська,Кременчуцький,Полтавська,49.452246,33.159773,3,0,settlement,settlement
Панасівка,село,Козельщинська,Кременчуцький,Полтавська,49.172064,33.913666,3,0,settlement,settlement
Пашенівка,село,Козельщинська,Кременчуцький,Полтавська,49.372586,33.871373,3,0,settlement,settlement
Пашківка,село,Козельщинська,Кременчуцький,Полтавська,49.147750,33.860827,3,0,settlement,settlement
Підгорівка,село,Козельщинська,Кременчуцький,Полтавська,49.184667,33.810656,3,0,settlement,settlement
