settlement_name,settlement_type,hromada_name,raion_name,oblast_name,lat_center,lon_center,rank,is_center,coord_src,coord_src
Лубни,місто,Лубенська,Лубенський,Полтавська,50.018470,32.988518,0,1,settlement,settlement
Пирятин,місто,Пирятинська,Лубенський,Полтавська,50.244174,32.516237,0,1,settlement,settlement
Хорол,місто,Хорольська,Лубенський,Полтавська,49.782802,33.250170,0,1,settlement,settlement
Гадяч,місто,Гадяцька,Миргородський,Полтавська,50.375193,33.983474,0,1,settlement,settlement
Заводське,місто,Заводська,Миргородський,Полтавська,50.400928,33.401437,0,1,settlement,settlement
Лохвиця,місто,Лохвицька,Миргородський,Полтавська,50.357674,33.265783,0,1,settlement,settlement
Миргород,місто,Миргородська,Миргородський,Полтавська,49.965752,33.611455,0,1,settlement,settlement
Зіньків,місто,Зіньківська,Полтавський,Полтавська,50.209736,34.359041,0,1,settlement,settlement
Карлівка,місто,Карлівська,Полтавський,Полтавська,49.458447,35.111704,0,1,settlement,settlement
Кобеляки,місто,Кобеляцька,Полтавський,Полтавська,49.150508,34.199069,0,1,settlement,settlement
Полтава,місто,Полтавська,Полтавський,Полтавська,49.588334,34.551416,0,1,settlement,settlement
Решетилівка,місто,Решетилівська,Полтавський,Полтавська,49.558500,34.072308,0,1,settlement,settlement
Вараш,місто,Вараська,Вараський,Рівненська,51.340912,25.847908,0,1,settlement,settlement
Дубно,місто,Дубенська,Дубенський,Рівненська,50.398781,25.759649,0,1,settlement,settlement
Радивилів,місто,Радивилівська,Дубенський,Рівненська,50.132082,25.249217,0,1,settlement,settlement
Березне,місто,Березнівська,Рівненський,Рівненська,50.997786,26.740465,0,1,settlement,settlement
Здолбунів,місто,Здолбунівська,Рівненський,Рівненська,50.509538,26.259858,0,1,settlement,settlement
Корець,місто,Корецька,Рівненський,Рівненська,50.617149,27.160724,0,1,settlement,settlement
Костопіль,місто,Костопільська,Рівненський,Рівненська,50.876795,26.456454,0,1,settlement,settlement
Острог,місто,Острозька,Рівненський,Рівненська,50.327775,26.513668,0,1,settlement,settlement
Рівне,місто,Рівненська,Рівненський,Рівненська,50.619898,26.251611,0,1,settlement,settlement
Дубровиця,місто,Дубровицька,Сарненський,Рівненська,51.575870,26.559581,0,1,settlement,settlement
Сарни,місто,Сарненська,Сарненський,Рівненська,51.326984,26.624825,0,1,settlement,settlement
Буринь,місто,Буринська,Конотопський,Сумська,51.195740,33.826619,0,1,settlement,settlement
Конотоп,місто,Конотопська,Конотопський,Сумська,51.223202,33.187872,0,1,settlement,settlement
Кролевець,місто,Кролевецька,Конотопський,Сумська,51.552461,33.375251,0,1,settlement,settlement
Путивль,місто,Путивльська,Конотопський,Сумська,51.337800,33.863082,0,1,settlement,settlement
Охтирка,місто,Охтирська,Охтирський,Сумська,50.317526,34.916464,0,1,settlement,settlement
Тростянець,місто,Тростянецька,Охтирський,Сумська,50.481048,34.971055,0,1,settlement,settlement
Ромни,місто,Роменська,Роменський,Сумська,50.749259,33.468245,0,1,settlement,settlement
Білопілля,місто,Білопільська,Сумський,Сумська,51.146100,34.305376,0,1,settlement,settlement
Ворожба,місто,Ворожбянська,Сумський,Сумська,51.175839,34.227196,0,1,settlement,settlement
Лебедин,місто,Лебединська,Сумський,Сумська,50.576518,34.486459,0,1,settlement,settlement
Суми,місто,Сумська,Сумський,Сумська,50.907737,34.798120,0,1,settlement,settlement
Глухів,місто,Глухівська,Шосткинський,Сумська,51.685401,33.913351,0,1,settlement,settlement
Дружба,місто,Дружбівська,Шосткинський,Сумська,52.048725,33.942960,0,1,settlement,settlement
Середина-Буда,місто,Середино-Будська,Шосткинський,Сумська,52.188682,34.030608,0,1,settlement,settlement
Шостка,місто,Шосткинська,Шосткинський,Сумська,51.865941,33.476087,0,1,settlement,settlement
Кременець,місто,Кременецька,Кременецький,Тернопільська,50.101105,25.736769,0,1,settlement,settlement
Ланівці,місто,Лановецька,Кременецький,Тернопільська,49.868149,26.085477,0,1,settlement,settlement
